"LoincNumber","ConsumerName"
"53731-6","Posaconazole, Blood"
"80545-7","Posaconazole, Hair"
"84880-4","Position of rectal tumor in relation to anterior peritoneal reflection, Tumor"
"90803-8","Post-challenge peak - baseline concentration increment, Blood"
"62323-1","Post-discharge Provider ID, Provider"
"62324-9","Post-discharge provider name, Provider"
"62327-2","Post-discharge provider practice address, Provider"
"62325-6","Post-discharge Provider Practice ID, Provider"
"62326-4","Post-discharge provider practice name, Provider"
"62328-0","Post-discharge Provider Practice Phone Number"
"99713-0","Post-filter replacement fluid rate"
"93998-3","Potassium 1 hr after vasopressin, Blood"
"94007-2","Potassium 2 hr after vasopressin, Blood"
"29349-8","Potassium after Dialysis, Blood"
"51618-7","Potassium before Dialysis, Blood"
"48291-9","Potassium metabisulfite triggered leukotriene release, White blood cells"
"2830-8","Potassium renal clearance, Urine+Blood"
"12812-4","Potassium specimen 2, Blood"
"12813-2","Potassium specimen 3, Blood"
"49788-3","Potassium, Amniotic fluid"
"22760-3","Potassium, Blood"
"2823-3","Potassium, Blood"
"32713-0","Potassium, Blood"
"39789-3","Potassium, Blood"
"39790-1","Potassium, Blood"
"41656-0","Potassium, Blood"
"42569-4","Potassium, Blood"
"6298-4","Potassium, Blood"
"75940-7","Potassium, Blood"
"77142-8","Potassium, Blood"
"2821-7","Potassium, Body fluid"
"2820-9","Potassium, Dialysis fluid"
"5927-9","Potassium, Dialysis fluid"
"50902-6","Potassium, Hair"
"79710-0","Potassium, Hair"
"17795-6","Potassium, Hyperal solution"
"60218-5","Potassium, Mother's milk"
"39785-1","Potassium, Peritoneal dialysis fluid"
"49789-1","Potassium, Peritoneal fluid"
"2824-1","Potassium, Red blood cells"
"82722-0","Potassium, Red blood cells"
"2825-8","Potassium, Saliva"
"32336-0","Potassium, Specimen"
"87454-5","Potassium, Specimen"
"87455-2","Potassium, Specimen"
"2819-1","Potassium, Spinal fluid"
"2822-5","Potassium, Stomach fluid"
"15202-5","Potassium, Stool"
"25506-7","Potassium, Stool"
"27441-5","Potassium, Stool"
"2826-6","Potassium, Stool"
"59162-8","Potassium, Stool"
"6792-6","Potassium, Stool"
"6940-1","Potassium, Stool"
"2827-4","Potassium, Sweat"
"14172-1","Potassium, Synovial fluid"
"59733-6","Potassium, Tissue"
"30549-0","Potassium, Total parental nutrition"
"18372-3","Potassium, Urine"
"21476-7","Potassium, Urine"
"2828-2","Potassium, Urine"
"2829-0","Potassium, Urine"
"32550-6","Potassium, Urine"
"35677-4","Potassium, Urine"
"51720-1","Potassium, Urine"
"53123-6","Potassium, Urine"
"57355-0","Potassium, Urine"
"57379-0","Potassium, Urine"
"57380-8","Potassium, Urine"
"58996-0","Potassium, Urine"
"12814-0","Potassium, Vitreous fluid"
"9482-1","Potassium, Water"
"11148-4","Potassium/Creatinine, Urine"
"13798-4","Potassium/Creatinine, Urine"
"33949-9","Potassium/Creatinine, Urine"
"43222-9","Potassium/Creatinine, Urine"
"56143-1","Potassium/Creatinine, Urine"
"56971-5","Potassium/Creatinine, Urine"
"15957-4","Potato allergy test"
"21477-5","Potato allergy test"
"21478-3","Potato allergy test"
"6220-8","Potato allergy test"
"35544-6","Potato IgG antibody"
"7625-7","Potato IgG antibody"
"7630-7","Potato IgG antibody"
"21479-1","Potato IgG RAST class"
"56429-4","Potato IgG4 antibody"
"7626-5","Potato triggered histamine release, Blood"
"49873-3","POU3F4 gene variant analysis, Blood or tissue specimen"
"15959-0","Povertyweed allergy test"
"7631-5","Povertyweed allergy test"
"56364-3","Povertyweed IgG4 antibody"
"26646-0","Powassan virus antibody, Blood"
"40504-3","Powassan virus antibody, Blood"
"40513-4","Powassan virus antibody, Blood"
"42975-3","Powassan virus antibody, Blood"
"74824-4","Powassan virus antibody, Blood"
"53384-4","Powassan virus antibody, Specimen"
"95702-7","Powassan virus IgA antibody, Specimen"
"29564-2","Powassan virus IgG antibody, Blood"
"29817-4","Powassan virus IgG antibody, Blood"
"29854-7","Powassan virus IgG antibody, Blood"
"31573-9","Powassan virus IgG antibody, Blood"
"42974-6","Powassan virus IgG antibody, Blood"
"29791-1","Powassan virus IgG antibody, Specimen"
"29830-7","Powassan virus IgG antibody, Specimen"
"30177-0","Powassan virus IgG antibody, Specimen"
"31574-7","Powassan virus IgG antibody, Specimen"
"42973-8","Powassan virus IgG antibody, Specimen"
"29804-2","Powassan virus IgG antibody, Spinal fluid"
"29842-2","Powassan virus IgG antibody, Spinal fluid"
"29565-9","Powassan virus IgM antibody, Blood"
"29818-2","Powassan virus IgM antibody, Blood"
"29855-4","Powassan virus IgM antibody, Blood"
"31575-4","Powassan virus IgM antibody, Blood"
"42972-0","Powassan virus IgM antibody, Blood"
"29792-9","Powassan virus IgM antibody, Specimen"
"29831-5","Powassan virus IgM antibody, Specimen"
"30179-6","Powassan virus IgM antibody, Specimen"
"31576-2","Powassan virus IgM antibody, Specimen"
"42971-2","Powassan virus IgM antibody, Specimen"
"29805-9","Powassan virus IgM antibody, Spinal fluid"
"29843-0","Powassan virus IgM antibody, Spinal fluid"
"50037-1","Powassan virus neutralizing antibody, Specimen"
"95647-4","Powassan virus neutralizing antibody, Specimen"
"43687-3","Powassan virus Polyvalent E antibody, Specimen"
"47475-9","Powassan virus Polyvalent E antibody, Specimen"
"34456-4","Powassan virus, Blood"
"55144-0","Powassan virus, Specimen"
"34457-2","Powassan virus, Spinal fluid"
"100890-3","Poxvirus DNA panel"
"1302-9","PP1 antibody, Blood"
"1300-3","PP1 antibody, Blood Product Unit"
"1301-1","PP1 antibody, Donor Blood"
"94213-6","PPOX gene variant analysis, Blood or tissue specimen"
"34647-8","PPT1 gene variant analysis, Blood or tissue specimen"
"41069-6","PPT1 gene variant analysis, Blood or tissue specimen"
"4405-7","Practolol dose"
"3976-8","Practolol, Urine"
"73199-2","Pravastatin induced platelet IgG, Blood"
"73198-4","Pravastatin induced platelet IgM, Blood"
"19680-8","Prazepam cutoff, Urine"
"19681-6","Prazepam cutoff, Urine"
"4406-5","Prazepam dose"
"3977-6","Prazepam, Blood"
"48356-0","Prazepam, Blood"
"12311-7","Prazepam, Urine"
"17479-7","Prazepam, Urine"
"19678-2","Prazepam, Urine"
"19679-0","Prazepam, Urine"
"14191-1","Prazosin, Blood"
"13979-0","Prealbumin, Blood"
"14338-8","Prealbumin, Blood"
"2877-9","Prealbumin, Blood"
"3037-9","Prealbumin, Blood"
"46130-1","Prealbumin, Blood"
"6793-4","Prealbumin, Blood"
"77192-3","Prealbumin, Blood"
"17810-3","Prealbumin, Body fluid"
"33467-2","Prealbumin, Cord blood"
"13973-3","Prealbumin, Spinal fluid"
"2876-1","Prealbumin, Spinal fluid"
"72579-6","Prealbumin, Spinal fluid"
"13985-7","Prealbumin, Urine"
"13991-5","Prealbumin, Urine"
"40857-5","Prealbumin, Urine"
"53229-1","Prealbumin, Urine"
"72578-8","Prealbumin, Urine"
"81288-3","Precision of boundaries"
"98039-1","Preconception/Prenatal carrier screening multigene analysis, Blood or tissue specimen"
"98226-4","prednisoLONE allergy test"
"12727-4","prednisoLONE, Blood"
"46955-1","prednisoLONE, Urine"
"96290-2","predniSONE allergy test"
"73197-6","predniSONE induced platelet IgG, Blood"
"73196-8","predniSONE induced platelet IgM, Blood"
"12434-7","predniSONE, Blood"
"49709-9","predniSONE, Blood"
"55570-6","predniSONE, Blood"
"18252-7","predniSONE, Urine"
"46956-9","predniSONE, Urine"
"88335-5","Predominant white blood cell test, Ear"
"99714-8","Pre-filter replacement fluid rate"
"77781-3","Pregabalin cutoff, Urine"
"47414-8","Pregabalin, Blood"
"48349-5","Pregabalin, Blood"
"96367-8","Pregabalin, Saliva"
"96368-6","Pregabalin, Saliva"
"64125-8","Pregabalin, Urine"
"64137-3","Pregabalin, Urine"
"92651-9","Pregabalin, Urine"
"64136-5","Pregabalin/Creatinine, Urine"
"87764-7","Pregabalin/Creatinine, Urine"
"76348-2","Pregnancy Associated Plasma Protein A Adjusted, Blood"
"45273-0","Pregnancy Associated Plasma Protein A MoM, Blood"
"32046-5","Pregnancy Associated Plasma Protein A, Blood"
"32123-2","Pregnancy Associated Plasma Protein A, Blood"
"48407-1","Pregnancy Associated Plasma Protein A, Blood"
"2831-6","Pregnancy specific protein 1, Blood"
"57892-2","Pregnanediol 2 days after dexamethasone, Urine"
"57893-0","Pregnanediol 2 days after dexamethasone, Urine"
"57888-0","Pregnanediol 2 days after high dose dexamethasone, Urine"
"57889-8","Pregnanediol 2 days after high dose dexamethasone, Urine"
"57890-6","Pregnanediol before dose dexamethasone, Urine"
"57891-4","Pregnanediol before dose dexamethasone, Urine"
"57886-4","Pregnanediol before high dose dexamethasone, Urine"
"57887-2","Pregnanediol before high dose dexamethasone, Urine"
"2832-4","Pregnanediol, Amniotic fluid"
"14885-8","Pregnanediol, Urine"
"15091-2","Pregnanediol, Urine"
"2833-2","Pregnanediol, Urine"
"2834-0","Pregnanediol, Urine"
"34358-2","Pregnanediol, Urine"
"95573-2","Pregnanediol, Urine"
"34359-0","Pregnanediol/Creatinine, Urine"
"82894-7","Pregnanediol/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"82895-4","Pregnanediol/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"81798-1","Pregnanediolone/Creatinine, Urine"
"82896-2","Pregnanediolone/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"82897-0","Pregnanediolone/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"14886-6","Pregnanetriol, Urine"
"15092-0","Pregnanetriol, Urine"
"2835-7","Pregnanetriol, Urine"
"2836-5","Pregnanetriol, Urine"
"34360-8","Pregnanetriol, Urine"
"95576-5","Pregnanetriol, Urine"
"30512-8","Pregnanetriol/Creatinine, Urine"
"34361-6","Pregnanetriol/Creatinine, Urine"
"39566-5","Pregnanetriol/Creatinine, Urine"
"82898-8","Pregnanetriol/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"82899-6","Pregnanetriol/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"25732-9","Pregnanetriolone, Urine"
"34362-4","Pregnanetriolone, Urine"
"34363-2","Pregnanetriolone, Urine"
"50643-6","Pregnanetriolone, Urine"
"95577-3","Pregnanetriolone, Urine"
"30513-6","Pregnanetriolone/Creatinine, Urine"
"34364-0","Pregnanetriolone/Creatinine, Urine"
"82900-2","Pregnanetriolone/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"82901-0","Pregnanetriolone/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"83131-3","Pregnanolone, Urine"
"83132-1","Pregnanolone, Urine"
"83133-9","Pregnanolone/Creatinine, Urine"
"94303-5","Pregnenolone & 17-Hydroxypregnenolone panel, Blood"
"46100-4","Pregnenolone 1 hr after 250 ug Corticotropin, Blood"
"51685-6","Pregnenolone 1st specimen after challenge, Blood"
"51686-4","Pregnenolone 2nd specimen after challenge, Blood"
"51682-3","Pregnenolone 3rd specimen after challenge, Blood"
"51688-0","Pregnenolone 4th specimen after challenge, Blood"
"51689-8","Pregnenolone 5th specimen after challenge, Blood"
"51684-9","Pregnenolone 6th specimen after challenge, Blood"
"51687-2","Pregnenolone 7th specimen after challenge, Blood"
"51683-1","Pregnenolone baseline, Blood"
"96291-0","Pregnenolone sulfate, Blood"
"25507-5","Pregnenolone, Blood"
"2837-3","Pregnenolone, Blood"
"13894-1","Pregnenolone, Urine"
"17480-5","Pregnenolone, Urine"
"52759-8","Prekallikrein (Fletcher Factor) Activity actual/normal, Blood"
"28659-1","Prekallikrein (Fletcher Factor) actual/normal, Blood"
"13594-7","Prekallikrein (Fletcher Factor), Blood"
"4669-8","Prekallikrein (Fletcher Factor), Blood"
"55459-2","Prekallikrein (Fletcher Factor), Blood"
"6004-6","Prekallikrein (Fletcher Factor), Blood"
"6005-3","Prekallikrein (Fletcher Factor), Blood"
"50260-9","Prekeratocytes, Blood"
"82852-5","Prenanediolone+pregnanetriol/Androsterone+etiocholanolone, Urine"
"82853-3","Prenanediolone+pregnanetriol/Androsterone+etiocholanolone, Urine"
"82854-1","Prenanediolone+pregnanetriol/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"82855-8","Prenanediolone+pregnanetriol/Tetrahydrocortisone+tetrahydrocortisol+5-alpha Tetrahydrocortisol, Urine"
"19772-3","Preparation techniques, Cervix Or Vagina Specimen"
"99731-2","Pressure drop"
"85504-9","Presumptive ABO Group, Saliva"
"85505-6","Presumptive rh, Saliva"
"68328-4","Previous fetus defect"
"34493-7","PRF1 gene variant analysis, Amniotic fluid"
"41067-0","PRF1 gene variant analysis, Amniotic fluid"
"34491-1","PRF1 gene variant analysis, Blood or tissue specimen"
"41068-8","PRF1 gene variant analysis, Blood or tissue specimen"
"98227-2","Prilocaine allergy test"
"34668-4","Prilocaine, Blood"
"55571-4","Prilocaine, Blood"
"93843-1","Primary hyperoxaluria multigene analysis, Blood or tissue specimen"
"93780-5","Primary mediastinal large b-cell lymphoma, Tissue"
"98248-8","Primary or recurrent or distant metastasis, Tumor"
"10591-6","Primary spermatocytes, Semen"
"78436-3","Primidone and PHENobarbital Trough Panel, Blood"
"4407-3","Primidone dose"
"73195-0","Primidone induced platelet IgG, Blood"
"73194-3","Primidone induced platelet IgM, Blood"
"74912-7","Primidone trough, Blood"
"14887-4","Primidone, Blood"
"3978-4","Primidone, Blood"
"29225-0","Primidone, Body fluid"
"47125-0","Primidone, Stomach fluid"
"12387-7","Primidone, Urine"
"97153-1","Primidone, Urine"
"87767-0","Primidone/Creatinine, Urine"
"10547-8","Primidone+PHENobarbital, Blood"
"34365-7","Primidone+PHENobarbital, Blood"
"6221-6","Primrose allergy test"
"97502-9","Prion disease biomarker panel, Spinal fluid"
"12599-7","Pristanate (C15:0(CH3)4), Blood"
"22761-1","Pristanate (C15:0(CH3)4), Blood"
"12600-3","Pristanate (C15:0(CH3)4)/Phytanate (C16:0(CH3)4), Blood"
"30550-8","Pristanate (C15:0(CH3)4)/Phytanate (C16:0(CH3)4), Blood"
"100923-2","Privacy score"
"15960-8","Privet allergy test"
"7632-3","Privet allergy test"
"63204-2","Privet IgG antibody"
"7633-1","Privet IgG antibody"
"94214-4","PRKAR1A gene variant analysis, Blood or tissue specimen"
"50682-4","PRKCG gene CAG Repeats, Blood or tissue specimen"
"81869-0","PRNP gene familial variant analysis, Blood or tissue specimen"
"57309-7","PRNP gene variant analysis, Blood or tissue specimen"
"81868-2","PRNP gene variant analysis, Blood or tissue specimen"
"57312-1","PRNP gene variants tested for, Blood or tissue specimen"
"4408-1","Probenecid dose"
"27100-7","Probenecid, Blood"
"17481-3","Probenecid, Urine"
"3979-2","Probenecid, Urine"
"3980-0","Probenecid, Urine"
"3981-8","Probenecid, Urine"
"93815-9","PROC gene variant analysis, Blood or tissue specimen"
"88699-4","Procainamide and N-acetylprocainamide panel, Blood"
"4409-9","Procainamide dose"
"73193-5","Procainamide induced platelet IgG, Blood"
"73192-7","Procainamide induced platelet IgM, Blood"
"72657-0","Procainamide trough, Blood"
"14888-2","Procainamide, Blood"
"3982-6","Procainamide, Blood"
"17805-3","Procainamide, Body fluid"
"17482-1","Procainamide, Urine"
"14889-0","Procainamide+N-acetylprocainamide, Blood"
"3983-4","Procainamide+N-acetylprocainamide, Blood"
"49864-2","Procaine allergy test"
"98228-0","Procaine allergy test"
"55572-2","Procaine, Blood"
"9700-6","Procaine, Blood"
"12301-8","Procaine, Urine"
"33959-8","Procalcitonin, Blood"
"75241-0","Procalcitonin, Blood"
"99099-4","Procalcitonin, Blood"
"85348-1","Procedure used to obtain tumor specimen, Specimen"
"100409-2","Processed cheese IgG antibody"
"94330-8","Processing comment, Specimen"
"4200-2","Prochlorperazine dose"
"26830-0","Prochlorperazine, Blood"
"3509-7","Prochlorperazine, Blood"
"39470-0","Prochlorperazine, Blood"
"75768-2","Prochlorperazine, Blood or urine"
"61104-6","Prochlorperazine, Specimen"
"61105-3","Prochlorperazine, Stomach fluid"
"3510-5","Prochlorperazine, Urine"
"61103-8","Prochlorperazine, Urine"
"10337-4","Procollagen Type I, Blood"
"47255-5","Procollagen Type I.N-terminal Propeptide, Blood"
"77370-5","Procollagen Type I.N-terminal Propeptide, Blood"
"25733-7","Procollagen Type III, Blood"
"56627-3","Procollagen Type III, Blood"
"57756-9","Procollagen Type III.N-terminal Propeptide, Blood"
"71792-6","Procollagen Type III.N-terminal Propeptide, Blood"
"47728-1","Procollagen Type III/Creatinine, Urine"
"35573-5","Procollagen+Collagen, Fibroblast"
"92993-5","PROCR gene variant analysis, Blood or tissue specimen"
"32110-9","Procyclidine, Blood"
"9387-2","Procyclidine, Blood"
"12290-3","Procyclidine, Urine"
"27103-1","Procyclidine, Urine"
"12822-3","Progesterone 1 hr after challenge, Blood"
"47184-7","Progesterone 1 hr after challenge, Blood"
"17484-7","Progesterone 1.5 hr after challenge, Blood"
"47181-3","Progesterone 1.5 hr after challenge, Blood"
"33851-7","Progesterone 10th specimen after challenge, Blood"
"47182-1","Progesterone 10th specimen after challenge, Blood"
"17485-4","Progesterone 15 min after challenge, Blood"
"47183-9","Progesterone 15 min after challenge, Blood"
"33852-5","Progesterone 1st specimen after challenge, Blood"
"33853-3","Progesterone 1st specimen after challenge, Blood"
"17486-2","Progesterone 2 hr after challenge, Blood"
"47185-4","Progesterone 2 hr after challenge, Blood"
"57798-1","Progesterone 20 min after challenge, Blood"
"12815-7","Progesterone 2nd specimen after challenge, Blood"
"25508-3","Progesterone 2nd specimen after challenge, Blood"
"12821-5","Progesterone 30 min after challenge, Blood"
"47186-2","Progesterone 30 min after challenge, Blood"
"12816-5","Progesterone 3rd specimen after challenge, Blood"
"25509-1","Progesterone 3rd specimen after challenge, Blood"
"17487-0","Progesterone 45 min after challenge, Blood"
"47187-0","Progesterone 45 min after challenge, Blood"
"12817-3","Progesterone 4th specimen after challenge, Blood"
"33854-1","Progesterone 4th specimen after challenge, Blood"
"12818-1","Progesterone 5th specimen after challenge, Blood"
"47188-8","Progesterone 5th specimen after challenge, Blood"
"12819-9","Progesterone 6th specimen after challenge, Blood"
"47988-1","Progesterone 6th specimen after challenge, Blood"
"17488-8","Progesterone 7th specimen after challenge, Blood"
"47989-9","Progesterone 7th specimen after challenge, Blood"
"17489-6","Progesterone 8th specimen after challenge, Blood"
"47990-7","Progesterone 8th specimen after challenge, Blood"
"17490-4","Progesterone 9th specimen after challenge, Blood"
