"Category","GroupId","Archetype","LoincNumber","LongCommonName"
"Reportable microbiology","LG41633-5","","47304-1","Borrelia burgdorferi IgG Ab index [Units/volume] in Serum and CSF"
"Reportable microbiology","LG41633-5","","48360-2","Borrelia afzelii IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","48361-0","Borrelia valaisiana IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","48500-3","Borrelia burgdorferi 18kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","48651-4","Borrelia burgdorferi IgM Ab index [Units/volume] in Body fluid"
"Reportable microbiology","LG41633-5","","49615-8","Borrelia sp DNA [Identifier] in Specimen by NAA with probe detection"
"Reportable microbiology","LG41633-5","","4991-6","Borrelia burgdorferi DNA [Presence] in Specimen by NAA with probe detection"
"Reportable microbiology","LG41633-5","","49973-1","Borrelia burgdorferi 31kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49974-9","Borrelia burgdorferi 31kD IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49975-6","Borrelia burgdorferi 34kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49976-4","Borrelia burgdorferi 34kD IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49977-2","Borrelia burgdorferi 35kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","49978-0","Borrelia burgdorferi 35kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49979-8","Borrelia burgdorferi 35kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","49980-6","Borrelia burgdorferi 35kD IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49981-4","Borrelia burgdorferi 37kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","49982-2","Borrelia burgdorferi 37kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49983-0","Borrelia burgdorferi 37kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","49984-8","Borrelia burgdorferi 37kD IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49991-3","Borrelia burgdorferi 18/20kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49992-1","Borrelia burgdorferi 18/20kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","49993-9","Borrelia burgdorferi 18/20kD IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49994-7","Borrelia burgdorferi 18/20kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","49995-4","Borrelia burgdorferi 83/93kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","49996-2","Borrelia burgdorferi 83/93kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","49997-0","Borrelia burgdorferi 83/93kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","49998-8","Borrelia burgdorferi 83/93kD IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","5060-9","Borrelia burgdorferi Ab [Units/volume] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","5061-7","Borrelia burgdorferi Ab [Titer] in Serum by Immunofluorescence"
"Reportable microbiology","LG41633-5","","5062-5","Borrelia burgdorferi IgG Ab [Units/volume] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","5063-3","Borrelia burgdorferi IgG Ab [Titer] in Serum by Immunofluorescence"
"Reportable microbiology","LG41633-5","","5064-1","Borrelia burgdorferi IgM Ab [Units/volume] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","5065-8","Borrelia burgdorferi IgM Ab [Titer] in Serum by Immunofluorescence"
"Reportable microbiology","LG41633-5","","51742-5","Borrelia burgdorferi 49736 IgM Ab [Units/volume] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","51743-3","Borrelia burgdorferi 49736 IgG Ab [Units/volume] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","51744-1","Borrelia burgdorferi 49736 IgA Ab [Units/volume] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","51745-8","Borrelia burgdorferi G39/40 IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","51746-6","Borrelia burgdorferi 49736 IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","51747-4","Borrelia burgdorferi IgA and IgG and IgM [Interpretation] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","53362-0","Borrelia burgdorferi 49736 IgA Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","53363-8","Borrelia burgdorferi 49736 IgG Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","53364-6","Borrelia burgdorferi 49736 IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","53729-0","Deprecated Borrelia burgdorferi 49736 Ab.IgG"
"Reportable microbiology","LG41633-5","","53730-8","Borrelia burgdorferi G39/40 IgG Ab [Units/volume] in Serum or Plasma"
"Reportable microbiology","LG41633-5","","57916-9","Borrelia burgdorferi C6 Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","60522-0","Borrelia hermsii IgG+IgM Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","62342-1","Borrelia burgdorferi IgG and IgM [Interpretation] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","6318-0","Borrelia burgdorferi Ab [Units/volume] in Cerebral spinal fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","6319-8","Borrelia burgdorferi Ab [Units/volume] in Body fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","6320-6","Borrelia burgdorferi IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","6321-4","Borrelia burgdorferi IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","6322-2","Borrelia burgdorferi Ag [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","6323-0","Borrelia sp identified in Specimen by Organism specific culture"
"Reportable microbiology","LG41633-5","","67823-5","Borrelia burgdorferi IgG bands [#] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","67825-0","Borrelia burgdorferi IgM bands [#] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","7817-0","Borrelia burgdorferi IgG Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","7818-8","Borrelia burgdorferi IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","79708-4","Borrelia burgdorferi IgG Ab [Presence] in Serum or Plasma by Immunofluorescence"
"Reportable microbiology","LG41633-5","","79709-2","Borrelia burgdorferi IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence"
"Reportable microbiology","LG41633-5","","82473-0","Borrelia mayonii oppA1 gene [Presence] in Blood by NAA with non-probe detection"
"Reportable microbiology","LG41633-5","","82474-8","Borrelia mayonii oppA1 gene [Presence] in Specimen by NAA with non-probe detection"
"Reportable microbiology","LG41633-5","","82475-5","Borrelia miyamotoi glpQ gene [Presence] in Blood by NAA with non-probe detection"
"Reportable microbiology","LG41633-5","","82476-3","Borrelia miyamotoi glpQ gene [Presence] in Cerebral spinal fluid by NAA with non-probe detection"
"Reportable microbiology","LG41633-5","","82780-8","Borrelia miyamotoi flaB gene [Presence] in Tick by NAA with probe detection"
"Reportable microbiology","LG41633-5","","82781-6","Borrelia miyamotoi flaB gene [Presence] in Specimen by NAA with probe detection"
"Reportable microbiology","LG41633-5","","83080-2","Borrelia burgdorferi IgG Ab [Presence] in Cerebral spinal fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","83081-0","Borrelia burgdorferi IgG+IgM Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","87945-2","Borrelia sp identified in Cerebral spinal fluid by Organism specific culture"
"Reportable microbiology","LG41633-5","","87946-0","Borrelia sp identified in Tissue by Organism specific culture"
"Reportable microbiology","LG41633-5","","87947-8","Borrelia sp DNA identified in Tissue by NAA with probe detection"
"Reportable microbiology","LG41633-5","","88581-4","Borrelia sp DNA [Identifier] in Cerebral spinal fluid by NAA with probe detection"
"Reportable microbiology","LG41633-5","","90042-3","Borrelia sp DNA [Presence] in Tick by NAA with probe detection"
"Reportable microbiology","LG41633-5","","90893-9","Borrelia burgdorferi bba64 gene [Presence] in Blood by NAA with non-probe detection"
"Reportable microbiology","LG41633-5","","93871-2","Borrelia miyamotoi IgG+IgM Ab [Interpretation] in Serum or Plasma"
"Reportable microbiology","LG41633-5","","93873-8","Borrelia miyamotoi IgG Ab [Units/volume] in Serum or Plasma by Immunoassay"
"Reportable microbiology","LG41633-5","","93874-6","Borrelia miyamotoi IgM Ab [Units/volume] in Serum or Plasma by Immunoassay"
"Reportable microbiology","LG41633-5","","94185-6","Borrelia miyamotoi glpQ gene [Presence] in Specimen by NAA with probe detection"
"Reportable microbiology","LG41633-5","","94247-4","Borrelia burgdorferi oppA2 gene [Presence] in Blood by NAA with non-probe detection"
"Reportable microbiology","LG41633-5","","94248-2","Borrelia mayonii oppA2 gene [Presence] in Blood by NAA with non-probe detection"
"Reportable microbiology","LG41633-5","","94250-8","Borrelia burgdorferi oppA2 gene [Presence] in Specimen by NAA with non-probe detection"
"Reportable microbiology","LG41633-5","","94251-6","Borrelia mayonii oppA2 gene [Presence] in Specimen by NAA with non-probe detection"
"Reportable microbiology","LG41633-5","","94475-1","Borrelia burgdorferi IgA and IgG and IgM [Interpretation] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","94476-9","Borrelia burgdorferi G39/40 IgG bands [#] in Blood by Immunoblot"
"Reportable microbiology","LG41633-5","","94477-7","Borrelia burgdorferi 49736 IgG bands [#] in Blood by Immunoblot"
"Reportable microbiology","LG41633-5","","9586-9","Borrelia burgdorferi Ab [Interpretation] in Serum"
"Reportable microbiology","LG41633-5","","9587-7","Borrelia burgdorferi 41kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9588-5","Borrelia burgdorferi 18kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9589-3","Borrelia burgdorferi 23kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9590-1","Borrelia burgdorferi 28kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9591-9","Borrelia burgdorferi 30kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9592-7","Borrelia burgdorferi 39kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9593-5","Borrelia burgdorferi 41kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9594-3","Borrelia burgdorferi 45kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9595-0","Borrelia burgdorferi 58kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9596-8","Borrelia burgdorferi 66kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9597-6","Borrelia burgdorferi 93kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9598-4","Borrelia burgdorferi 23kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","9599-2","Borrelia burgdorferi 39kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","96056-7","Borrelia sp DNA [Presence] in Blood by NAA with probe detection"
"Reportable microbiology","LG41633-5","","96427-0","Borrelia burgdorferi IgM Ab [Presence] in Specimen"
"Reportable microbiology","LG41633-5","","96428-8","Borrelia burgdorferi IgA Ab [Presence] in Specimen"
"Reportable microbiology","LG41633-5","","96429-6","Borrelia burgdorferi G39/40 IgG bands [Identifier] in Specimen by Immunoblot"
"Reportable microbiology","LG41633-5","","96430-4","Borrelia burgdorferi G39/40 IgG bands [#] in Specimen by Immunoblot"
"Reportable microbiology","LG41633-5","","96431-2","Borrelia burgdorferi 49736 IgG bands [Identifier] in Specimen by Immunoblot"
"Reportable microbiology","LG41633-5","","96432-0","Borrelia burgdorferi 49736 IgG bands [#] in Specimen by Immunoblot"
"Reportable microbiology","LG41633-5","","98206-6","Borrelia burgdorferi 21kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","98208-2","Borrelia burgdorferi IgM Ab [Presence] in Cerebral spinal fluid by Immunoassay"
"Reportable microbiology","LG41634-3","","10349-9","Brucella sp Ab [Units/volume] in Serum"
"Reportable microbiology","LG41634-3","","11586-5","Brucella abortus Ab [Units/volume] in Serum"
"Reportable microbiology","LG41634-3","","11587-3","Brucella canis Ab [Units/volume] in Serum"
"Reportable microbiology","LG41634-3","","11588-1","Brucella melitensis Ab [Units/volume] in Serum"
"Reportable microbiology","LG41634-3","","11589-9","Brucella suis Ab [Units/volume] in Serum"
"Reportable microbiology","LG41634-3","","13210-0","Brucella sp IgG Ab [Units/volume] in Serum"
"Reportable microbiology","LG41634-3","","13211-8","Brucella sp IgA Ab [Units/volume] in Serum"
"Reportable microbiology","LG41634-3","","13212-6","Brucella abortus IgG Ab [Units/volume] in Cerebral spinal fluid"
"Reportable microbiology","LG41634-3","","13213-4","Brucella abortus IgM Ab [Units/volume] in Cerebral spinal fluid"
"Reportable microbiology","LG41634-3","","13214-2","Brucella canis IgG Ab [Units/volume] in Cerebral spinal fluid"
"Reportable microbiology","LG41634-3","","13215-9","Brucella canis IgM Ab [Units/volume] in Cerebral spinal fluid"
"Reportable microbiology","LG41634-3","","14079-8","Brucella canis IgG Ab [Titer] in Serum by Immunofluorescence"
"Reportable microbiology","LG41634-3","","14080-6","Brucella canis IgM Ab [Titer] in Serum by Immunofluorescence"
"Reportable microbiology","LG41634-3","","16119-0","Brucella abortus IgG Ab [Titer] in Serum"
"Reportable microbiology","LG41634-3","","16120-8","Brucella abortus IgM Ab [Titer] in Serum"
"Reportable microbiology","LG41634-3","","16486-3","Brucella abortus IgA+IgG+IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41634-3","","16487-1","Brucella abortus IgG Ab [Units/volume] in Serum by Agglutination"
"Reportable microbiology","LG41634-3","","16488-9","Brucella abortus IgG Ab [Units/volume] in Serum by Complement fixation"
"Reportable microbiology","LG41634-3","","16489-7","Brucella melitensis Ab [Units/volume] in Serum by Latex agglutination"
"Reportable microbiology","LG41634-3","","16490-5","Brucella suis Ab [Units/volume] in Serum by Latex agglutination"
"Reportable microbiology","LG41634-3","","19053-8","Brucella sp Ab [Titer] in Serum by Agglutination"
"Reportable microbiology","LG41634-3","","19243-5","Brucella abortus Ab [Units/volume] in Serum by Immunoassay"
"Reportable microbiology","LG41634-3","","20719-1","Brucella abortus Ab [Titer] in Serum by Tube agglutination"
"Reportable microbiology","LG41634-3","","20720-9","Brucella abortus Ab [Presence] in Milk by Serial ring agglutination"
"Reportable microbiology","LG41634-3","","20721-7","Brucella abortus Ab [Presence] in Semen by Agglutination"
"Reportable microbiology","LG41634-3","","20722-5","Brucella abortus Ab [Titer] in Serum by Rivanol agglutination"
"Reportable microbiology","LG41634-3","","20723-3","Brucella abortus Ab [Presence] in Serum by Rapid agglutination"
"Reportable microbiology","LG41634-3","","20724-1","Brucella abortus Ab [Presence] in Whey by Ring agglutination"
"Reportable microbiology","LG41634-3","","20725-8","Brucella abortus Ab [Presence] in Milk by Ring agglutination"
"Reportable microbiology","LG41634-3","","20726-6","Brucella abortus Ab [Presence] in Serum by Card agglutination"
"Reportable microbiology","LG41634-3","","20727-4","Brucella abortus Ab [Presence] in Serum by Acidified buffered plate agglutination"
"Reportable microbiology","LG41634-3","","20728-2","Brucella abortus Ab [Presence] in Serum by Complement fixation"
"Reportable microbiology","LG41634-3","","20729-0","Brucella abortus Ab [Titer] in Serum by Plate agglutination"
"Reportable microbiology","LG41634-3","","20730-8","Brucella abortus Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41634-3","","20731-6","Brucella abortus Ab [Presence] in Serum by Immunoassay (EIA) RST"
"Reportable microbiology","LG41634-3","","20732-4","Brucella ovis Ab [Presence] in Serum by Immunoassay"
